,id,side,coordinates(epsg25833),parking_value
268,41,left,"[[316648.7153779225, 5689250.34230238], [316642.5204456721, 5689218.287381772]]",perpendicular
269,41,right,"[[316636.34428657836, 5689252.733138835], [316630.14935432794, 5689220.678218227]]",parallel
270,41,left,"[[316642.5283432192, 5689218.328997117], [316637.0340437746, 5689188.836410359]]",perpendicular
271,41,right,"[[316630.14145678125, 5689220.636602883], [316624.64715733664, 5689191.144016125]]",parallel
272,41,left,"[[316637.0340437746, 5689188.836410359], [316631.53974433016, 5689159.343823602]]",perpendicular
273,41,right,"[[316624.64715733664, 5689191.144016125], [316619.1528578922, 5689161.651429369]]",parallel
274,41,left,"[[316631.53974433016, 5689159.343823602], [316626.0454448855, 5689129.851236845]]",perpendicular
275,41,right,"[[316619.1528578922, 5689161.651429369], [316613.65855844755, 5689132.158842612]]",parallel
276,41,left,"[[316626.0454448855, 5689129.851236845], [316620.5511454409, 5689100.358650087]]",diagonal/perpendicular
277,41,right,"[[316613.65855844755, 5689132.158842612], [316608.16425900295, 5689102.666255854]]",parallel
278,41,left,"[[316620.5511454409, 5689100.358650087], [316615.7390432188, 5689074.5279971175]]",no car
279,41,right,"[[316608.16425900295, 5689102.666255854], [316603.3521567809, 5689076.835602884]]",parallel
280,43,left,"[[316639.8271865557, 5688447.467351105], [316609.93382300023, 5688449.994566042]]",parallel
281,43,right,"[[316641.5004134446, 5688467.259248893], [316611.60704988905, 5688469.786463829]]",diagonal
282,43,left,"[[316609.933823, 5688449.994566042], [316580.04045944446, 5688452.521780979]]",parallel
283,43,right,"[[316611.60704988946, 5688469.78646383], [316581.7136863339, 5688472.313678767]]",diagonal
284,43,left,"[[316580.0404594447, 5688452.521780979], [316550.1470958891, 5688455.048995914]]",parallel
285,43,right,"[[316581.71368633356, 5688472.313678766], [316551.82032277796, 5688474.840893702]]",diagonal
286,43,left,"[[316550.14709588856, 5688455.048995914], [316534.90058655525, 5688456.337951105]]",no car
287,43,right,"[[316551.8203227786, 5688474.840893702], [316536.5738134453, 5688476.129848893]]",parallel
288,45,left,"[[317580.1631075855, 5688884.648733947], [317578.35558269825, 5688854.7032358935]]",parallel
289,45,right,"[[317560.33669241477, 5688885.84546605], [317558.52916752745, 5688855.8999679955]]",diagonal
290,45,left,"[[317578.35558269825, 5688854.7032358935], [317576.54805781087, 5688824.757737838]]",parallel
291,45,right,"[[317558.52916752745, 5688855.8999679955], [317556.7216426401, 5688825.954469941]]",perpendicular
292,45,left,"[[317576.54805781087, 5688824.757737838], [317574.74053292355, 5688794.812239784]]",parallel
293,45,right,"[[317556.7216426401, 5688825.954469941], [317554.9141177528, 5688796.008971886]]",diagonal
294,45,left,"[[317574.74053292355, 5688794.812239784], [317572.9330080362, 5688764.866741728]]",parallel
295,45,right,"[[317554.9141177528, 5688796.008971886], [317553.1065928655, 5688766.063473831]]",diagonal
296,45,left,"[[317572.9330080362, 5688764.866741728], [317571.1254831489, 5688734.921243674]]",parallel
297,45,right,"[[317553.1065928655, 5688766.063473831], [317551.29906797817, 5688736.117975776]]",diagonal
298,45,left,"[[317571.12548314896, 5688734.921243674], [317570.690307585, 5688727.71163395]]",no car
299,45,right,"[[317551.29906797817, 5688736.117975776], [317550.8638924142, 5688728.9083660515]]",perpendicular
300,46,left,"[[317562.1082443356, 5689010.913142266], [317570.1982448788, 5688982.024530474]]","TIE: parallel,diagonal/perpendicular"
301,46,right,"[[317542.7793556631, 5689005.500257736], [317550.86935620627, 5688976.611645944]]",parallel
302,46,left,"[[317570.19824487885, 5688982.024530474], [317578.2882454217, 5688953.135918683]]",parallel
303,46,right,"[[317550.86935620627, 5688976.611645944], [317558.95935674914, 5688947.723034154]]",parallel
304,46,left,"[[317578.28824542183, 5688953.135918683], [317580.8019443366, 5688944.159742264]]",parallel
305,46,right,"[[317558.95935674914, 5688947.723034154], [317561.4730556639, 5688938.746857734]]",parallel
306,46,left,"[[317580.96558099025, 5688943.4868039], [317581.6808809905, 5688940.029703902]]",parallel
307,46,right,"[[317561.3094190105, 5688939.419796097], [317562.02471901075, 5688935.962696099]]",parallel
308,46,left,"[[317581.8844195463, 5688937.6913666865], [317580.9732226924, 5688907.705207874]]",parallel
309,46,right,"[[317561.8211804545, 5688938.301033314], [317560.90998360066, 5688908.314874502]]",parallel
310,46,left,"[[317580.9732226924, 5688907.705207874], [317580.28151954606, 5688884.942266685]]",parallel
311,46,right,"[[317560.90998360066, 5688908.314874503], [317560.21828045434, 5688885.551933314]]",parallel
312,47,left,"[[317546.5201576943, 5689070.480835713], [317554.0745812549, 5689041.4475671295]]",diagonal/perpendicular
313,47,right,"[[317527.26384230604, 5689065.470364287], [317534.81826586666, 5689036.437095703]]",parallel
314,47,left,"[[317554.0745812549, 5689041.4475671295], [317562.07195769384, 5689010.711935714]]",parallel
315,47,right,"[[317534.81826586655, 5689036.437095704], [317542.8156423055, 5689005.701464288]]",no car
316,48,left,"[[316881.02590672683, 5688916.397951213], [316851.1743717119, 5688919.378866717]]",diagonal
317,48,right,"[[316883.0116932727, 5688936.284048788], [316853.16015825776, 5688939.264964294]]",parallel
318,48,left,"[[316851.1743717119, 5688919.378866717], [316821.322836697, 5688922.359782224]]",diagonal
319,48,right,"[[316853.16015825776, 5688939.264964294], [316823.30862324283, 5688942.245879799]]",parallel
320,48,left,"[[316821.32283669664, 5688922.359782223], [316791.4713016817, 5688925.34069773]]",diagonal
321,48,right,"[[316823.3086232431, 5688942.245879799], [316793.4570882282, 5688945.226795305]]",parallel
322,48,left,"[[316791.47130168206, 5688925.34069773], [316761.61976666714, 5688928.321613235]]",diagonal
323,48,right,"[[316793.4570882279, 5688945.2267953055], [316763.605553213, 5688948.207710811]]",parallel
324,48,left,"[[316761.61976666714, 5688928.321613235], [316731.7682316522, 5688931.302528741]]",diagonal
325,48,right,"[[316763.605553213, 5688948.207710811], [316733.75401819806, 5688951.188626315]]",parallel
326,48,left,"[[316731.7682316522, 5688931.302528741], [316701.9166966373, 5688934.283444246]]",diagonal
327,48,right,"[[316733.75401819806, 5688951.188626315], [316703.90248318313, 5688954.169541822]]",parallel
328,48,left,"[[316701.91669663676, 5688934.283444246], [316689.0123067261, 5688935.572051212]]",parallel
329,48,right,"[[316703.9024831835, 5688954.169541821], [316690.99809327285, 5688955.458148787]]",parallel
330,49,left,"[[316926.1815970012, 5689036.108722724], [316896.3006712392, 5689038.778980315]]",perpendicular
331,49,right,"[[316927.9542029991, 5689055.944677275], [316898.0732772372, 5689058.614934867]]",parallel
332,49,left,"[[316896.3006712389, 5689038.778980315], [316866.419745477, 5689041.449237907]]",perpendicular
333,49,right,"[[316898.0732772375, 5689058.614934867], [316868.1923514755, 5689061.285192459]]",parallel
334,49,left,"[[316866.41974547727, 5689041.449237907], [316836.5388197154, 5689044.1194955]]","TIE: parallel,diagonal/perpendicular"
335,49,right,"[[316868.19235147524, 5689061.28519246], [316838.3114257133, 5689063.955450051]]",parallel
336,49,left,"[[316836.538819715, 5689044.119495499], [316806.6578939531, 5689046.7897530915]]",perpendicular
337,49,right,"[[316838.31142571353, 5689063.9554500505], [316808.43049995165, 5689066.625707643]]",parallel
338,49,left,"[[316806.6578939531, 5689046.7897530915], [316776.77696819114, 5689049.460010684]]",perpendicular
339,49,right,"[[316808.43049995165, 5689066.625707643], [316778.5495741897, 5689069.295965236]]",parallel
340,49,left,"[[316776.77696819144, 5689049.460010685], [316746.8960424295, 5689052.130268276]]",perpendicular
341,49,right,"[[316778.5495741894, 5689069.295965237], [316748.66864842747, 5689071.966222828]]",parallel
342,49,left,"[[316746.8960424292, 5689052.130268276], [316717.01511666726, 5689054.800525868]]",perpendicular
343,49,right,"[[316748.66864842776, 5689071.966222828], [316718.7877226658, 5689074.636480421]]",parallel
344,49,left,"[[316717.0151166675, 5689054.800525868], [316701.26259700133, 5689056.208222723]]",parallel
345,49,right,"[[316718.78772266547, 5689074.63648042], [316703.03520299937, 5689076.044177275]]",parallel
346,50,left,"[[316932.8494175796, 5689043.850565645], [316922.28138347954, 5689015.773588327]]",perpendicular
347,50,right,"[[316921.286382421, 5689048.202834355], [316910.71834832086, 5689020.1258570375]]",parallel
348,50,left,"[[316922.28138347954, 5689015.773588327], [316911.7133493794, 5688987.69661101]]",perpendicular
349,50,right,"[[316910.71834832086, 5689020.1258570375], [316900.1503142208, 5688992.048879719]]",parallel
350,50,left,"[[316911.71334937954, 5688987.69661101], [316901.1453152795, 5688959.619633693]]",perpendicular
351,50,right,"[[316900.1503142212, 5688992.04887972], [316889.58228012116, 5688963.971902404]]",parallel
352,50,left,"[[316901.14531527966, 5688959.619633693], [316890.5772811796, 5688931.542656376]]",perpendicular
353,50,right,"[[316889.582280121, 5688963.971902404], [316879.01424602093, 5688935.894925086]]",parallel
354,50,left,"[[316890.5772811798, 5688931.542656377], [316887.8003175792, 5688924.164865646]]",no car
355,50,right,"[[316879.01424602105, 5688935.894925087], [316876.2372824205, 5688928.517134355]]",no car
356,52,left,"[[317570.7515308697, 5688727.709346132], [317568.94821678044, 5688697.763594208]]",diagonal
357,52,right,"[[317550.8026691296, 5688728.910653869], [317548.9993550404, 5688698.964901945]]",parallel
358,52,left,"[[317568.94821678044, 5688697.763594209], [317567.1449026912, 5688667.817842285]]",diagonal
359,52,right,"[[317548.9993550404, 5688698.964901945], [317547.19604095106, 5688669.0191500215]]",parallel
360,52,left,"[[317567.1449026911, 5688667.817842285], [317565.34158860194, 5688637.872090362]]",diagonal
361,52,right,"[[317547.1960409511, 5688669.019150021], [317545.3927268619, 5688639.073398097]]",parallel
362,52,left,"[[317565.3415886019, 5688637.872090361], [317563.6612308703, 5688609.968146132]]",diagonal
363,52,right,"[[317545.3927268618, 5688639.073398097], [317543.7123691302, 5688611.169453868]]",parallel
364,53,left,"[[317321.30059432704, 5688522.695284337], [317351.25080653024, 5688520.967630153]]",no car
365,53,right,"[[317320.16480567213, 5688503.005515665], [317350.11501787533, 5688501.277861481]]",parallel
366,53,left,"[[317351.25080653053, 5688520.967630153], [317381.20101873373, 5688519.239975967]]",diagonal
367,53,right,"[[317350.115017875, 5688501.277861481], [317380.0652300782, 5688499.550207295]]",parallel
368,53,left,"[[317381.20101873373, 5688519.239975967], [317411.1512309369, 5688517.512321781]]",diagonal
369,53,right,"[[317380.0652300782, 5688499.550207295], [317410.01544228144, 5688497.82255311]]",parallel
370,53,left,"[[317411.1512309369, 5688517.512321781], [317441.1014431401, 5688515.784667597]]",diagonal
371,53,right,"[[317410.01544228144, 5688497.82255311], [317439.96565448464, 5688496.094898925]]",parallel
372,53,left,"[[317441.10144313984, 5688515.784667597], [317471.05165534304, 5688514.057013414]]",diagonal
373,53,right,"[[317439.9656544849, 5688496.094898925], [317469.91586668807, 5688494.36724474]]",parallel
374,53,left,"[[317471.0516553433, 5688514.057013413], [317501.0018675465, 5688512.329359228]]",diagonal
375,53,right,"[[317469.9158666878, 5688494.36724474], [317499.866078891, 5688492.639590555]]",parallel
376,53,left,"[[317501.0018675465, 5688512.329359228], [317530.9520797497, 5688510.601705043]]",diagonal
377,53,right,"[[317499.866078891, 5688492.639590555], [317529.8162910942, 5688490.91193637]]",parallel
378,53,left,"[[317530.95207974984, 5688510.601705043], [317548.19979432825, 5688509.606784336]]",diagonal
379,53,right,"[[317529.8162910941, 5688490.911936371], [317547.06400567247, 5688489.917015663]]",parallel
380,54,left,"[[317563.7343105749, 5688610.019766756], [317562.09744127566, 5688580.064455726]]",diagonal
381,54,right,"[[317543.6392894257, 5688611.117833245], [317542.0024201264, 5688581.162522214]]",parallel
382,54,left,"[[317562.09744127566, 5688580.064455726], [317560.46057197644, 5688550.109144696]]",diagonal
383,54,right,"[[317542.0024201264, 5688581.162522214], [317540.36555082723, 5688551.207211184]]",parallel
384,54,left,"[[317560.46057197644, 5688550.109144696], [317558.8237026772, 5688520.153833666]]",diagonal
385,54,right,"[[317540.36555082723, 5688551.207211184], [317538.728681528, 5688521.251900154]]",parallel
386,54,left,"[[317558.82370267715, 5688520.153833666], [317557.679410575, 5688499.212866756]]",diagonal
387,54,right,"[[317538.728681528, 5688521.251900153], [317537.5843894258, 5688500.310933244]]",parallel
388,55,left,"[[317548.17115235067, 5688509.713550414], [317578.12720527174, 5688508.090314945]]",diagonal
389,55,right,"[[317547.0926476501, 5688489.810249587], [317577.0487005711, 5688488.187014116]]",parallel
390,55,left,"[[317578.12720527174, 5688508.090314945], [317608.08325819275, 5688506.467079474]]",diagonal
391,55,right,"[[317577.0487005711, 5688488.187014116], [317607.00475349213, 5688486.563778645]]",parallel
392,55,left,"[[317608.0832581928, 5688506.467079473], [317630.46545235004, 5688505.254250414]]",diagonal
393,55,right,"[[317607.00475349196, 5688486.563778645], [317629.3869476492, 5688485.350949585]]",parallel
394,56,left,"[[317537.21000146173, 5688295.798435295], [317567.1624218712, 5688294.109497281]]",parallel
395,56,right,"[[317536.09079853765, 5688275.949964704], [317566.04321894713, 5688274.26102669]]",diagonal
396,56,left,"[[317567.1624218709, 5688294.109497281], [317597.1148422804, 5688292.4205592675]]",parallel
397,56,right,"[[317566.0432189475, 5688274.26102669], [317595.99563935696, 5688272.5720886765]]",diagonal
398,56,left,"[[317597.1148422807, 5688292.4205592675], [317618.6591014615, 5688291.205735296]]",parallel
399,56,right,"[[317595.9956393566, 5688272.5720886765], [317617.5398985375, 5688271.357264705]]",diagonal
400,57,left,"[[317355.83866125345, 5689147.887453629], [317385.80615464645, 5689146.491266056]]",diagonal/perpendicular
401,57,right,"[[317354.9069387465, 5689127.88914637], [317384.87443213956, 5689126.492958798]]",parallel
402,57,left,"[[317385.80615464645, 5689146.491266056], [317415.77364803944, 5689145.095078483]]",diagonal
403,57,right,"[[317384.87443213956, 5689126.492958798], [317414.8419255325, 5689125.096771224]]",parallel
404,57,left,"[[317415.7736480398, 5689145.095078484], [317445.7411414328, 5689143.6988909105]]",diagonal
405,57,right,"[[317414.8419255322, 5689125.096771224], [317444.8094189252, 5689123.700583651]]",parallel
406,57,left,"[[317445.74114143243, 5689143.69889091], [317475.70863482537, 5689142.302703336]]",diagonal
407,57,right,"[[317444.8094189255, 5689123.700583651], [317474.7769123185, 5689122.304396078]]",parallel
408,57,left,"[[317475.7086348258, 5689142.302703338], [317505.67612821877, 5689140.906515764]]",diagonal
409,57,right,"[[317474.77691231825, 5689122.30439608], [317504.74440571124, 5689120.908208505]]",parallel
410,57,left,"[[317505.6761282184, 5689140.906515764], [317518.21876125317, 5689140.322153631]]",parallel
411,57,right,"[[317504.74440571154, 5689120.908208505], [317517.2870387463, 5689120.323846372]]",parallel
412,58,left,"[[317501.9448924648, 5689220.78452387], [317510.25263398665, 5689191.9577753395]]",parallel
413,58,right,"[[317482.99370753515, 5689215.322876131], [317491.30144905706, 5689186.496127601]]",diagonal
414,58,left,"[[317510.25263398665, 5689191.9577753395], [317518.5603755085, 5689163.131026809]]",parallel
415,58,right,"[[317491.30144905706, 5689186.496127601], [317499.6091905789, 5689157.66937907]]",diagonal
416,58,left,"[[317518.5603755082, 5689163.131026809], [317527.22849246435, 5689133.053823871]]",parallel
417,58,right,"[[317499.60919057904, 5689157.66937907], [317508.2773075351, 5689127.592176131]]",perpendicular
418,59,left,"[[317525.9252615174, 5689132.83171158], [317534.72904539004, 5689104.15256603]]",parallel
419,59,right,"[[317509.5805384821, 5689127.8142884215], [317518.3843223547, 5689099.135142871]]",parallel
